participant verb noun landmark input hilo
participant30 slump man decline 1 low
participant30 bow butler submit 6 low
participant30 bow head stoop 6 high
participant30 bow company submit 4 high
participant30 bow government stoop 3 low
participant30 erupt storm flare 5 low
participant30 erupt fountain burst 5 high
participant30 erupt temper flare 7 high
participant30 erupt conflict burst 5 low
participant30 recoil heart flinch 5 high
participant30 recoil rifle kick 7 high
participant30 recoil eye flinch 2 high
participant30 recoil hand kick 1 low
participant30 subside flood lessen 6 high
participant30 subside fear lessen 6 high
participant30 subside symptom sink 2 low
participant30 subside island sink 4 high
participant30 waver opinion fluctuate 6 high
participant30 waver concentration falter 6 low
participant30 waver courage fluctuate 5 low
participant30 waver determination falter 7 high
participant30 flare cigarette erupt 2 low
participant30 flare eye flame 4 high
participant30 flare argument erupt 7 high
participant30 flare row flame 2 low
participant30 boom noise prosper 1 low
participant30 boom export prosper 5 high
participant30 boom gun thunder 7 high
participant30 boom sale thunder 3 low
participant30 chatter machine click 3 high
participant30 chatter girl gabble 6 high
participant30 chatter child click 1 low
participant30 chatter tooth gabble 3 low
participant30 glow fire burn 5 high
participant30 glow skin burn 1 low
participant30 glow cigar beam 5 low
participant30 glow face beam 7 high
participant11 stray thought roam 5 low
participant11 stray discussion digress 2 high
participant11 stray eye roam 5 high
participant11 stray child digress 3 low
participant11 throb body pulse 4 high
participant11 throb head shudder 2 low
participant11 throb voice shudder 5 low
participant11 throb vein pulse 4 high
participant11 flare cigarette erupt 2 low
participant11 flare eye flame 5 high
participant11 flare argument erupt 5 high
participant11 flare row flame 4 low
participant11 rebound share ricochet 4 low
participant11 rebound ball rally 2 low
participant11 rebound shot ricochet 6 high
participant11 rebound optimism rally 2 high
participant11 flicker tongue waver 2 low
participant11 flicker interest waver 3 high
participant11 flicker screen flick 2 high
participant11 flicker hope flick 2 low
participant11 slump shoulder slouch 6 high
participant11 slump sale slouch 6 low
participant11 slump value decline 5 high
participant11 slump man decline 2 low
participant11 bow butler submit 3 low
participant11 bow company submit 6 high
participant11 bow head stoop 5 high
participant11 bow government stoop 3 low
participant11 erupt fountain burst 3 high
participant11 erupt temper flare 5 high
participant11 erupt storm flare 3 low
participant11 erupt conflict burst 6 low
participant11 recoil heart flinch 3 high
participant11 recoil rifle kick 5 high
participant11 recoil eye flinch 3 high
participant11 recoil hand kick 2 low
participant11 boom noise prosper 1 low
participant11 boom export prosper 6 high
participant11 boom sale thunder 4 low
participant11 boom gun thunder 6 high
participant11 waver opinion fluctuate 4 high
participant11 waver concentration falter 4 low
participant11 waver courage fluctuate 2 low
participant11 waver determination falter 5 high
participant11 subside island sink 3 high
participant11 subside fear lessen 5 high
participant11 subside symptom sink 4 low
participant11 subside flood lessen 5 high
participant11 chatter machine click 4 high
participant11 chatter girl gabble 5 high
participant11 chatter tooth gabble 1 low
participant11 chatter child click 3 low
participant11 reel industry whirl 3 low
participant11 reel mind whirl 5 high
participant11 reel head stagger 2 low
participant11 reel man stagger 4 high
participant11 glow fire burn 4 high
participant11 glow skin burn 3 low
participant11 glow cigar beam 3 low
participant11 glow face beam 6 high
participant10 stray thought roam 7 low
participant10 stray discussion digress 7 high
participant10 stray eye roam 7 high
participant10 stray child digress 1 low
participant10 throb body pulse 6 high
participant10 throb head shudder 1 low
participant10 throb voice shudder 2 low
participant10 throb vein pulse 7 high
participant10 flare cigarette erupt 3 low
participant10 flare eye flame 7 high
participant10 flare argument erupt 5 high
participant10 flare row flame 4 low
participant10 rebound shot ricochet 6 high
participant10 rebound ball rally 4 low
participant10 rebound share ricochet 1 low
participant10 rebound optimism rally 7 high
participant10 flicker tongue waver 1 low
participant10 flicker hope flick 2 low
participant10 flicker screen flick 4 high
participant10 flicker interest waver 6 high
participant10 slump shoulder slouch 7 high
participant10 slump sale slouch 6 low
participant10 slump value decline 7 high
participant10 slump man decline 1 low
participant10 bow butler submit 7 low
participant10 bow company submit 7 high
participant10 bow head stoop 3 high
participant10 bow government stoop 2 low
participant10 erupt fountain burst 2 high
participant10 erupt temper flare 6 high
participant10 erupt storm flare 2 low
participant10 erupt conflict burst 1 low
participant10 recoil heart flinch 2 high
participant10 recoil rifle kick 6 high
participant10 recoil eye flinch 5 high
participant10 recoil hand kick 5 low
participant10 boom noise prosper 2 low
participant10 boom export prosper 6 high
participant10 boom sale thunder 6 low
participant10 boom gun thunder 7 high
participant10 waver opinion fluctuate 3 high
participant10 waver concentration falter 5 low
participant10 waver courage fluctuate 2 low
participant10 waver determination falter 7 high
participant10 subside island sink 7 high
participant10 subside fear lessen 7 high
participant10 subside symptom sink 7 low
participant10 subside flood lessen 7 high
participant10 reel head stagger 6 low
participant10 reel mind whirl 5 high
participant10 reel industry whirl 1 low
participant10 reel man stagger 6 high
participant10 chatter machine click 5 high
participant10 chatter girl gabble 5 high
participant10 chatter tooth gabble 2 low
participant10 chatter child click 1 low
participant10 glow fire burn 7 high
participant10 glow face beam 6 high
participant10 glow cigar beam 1 low
participant10 glow skin burn 7 low
participant13 stray thought roam 2 low
participant13 stray discussion digress 7 high
participant13 stray eye roam 7 high
participant13 stray child digress 2 low
participant13 throb body pulse 6 high
participant13 throb head shudder 4 low
participant13 throb voice shudder 3 low
participant13 throb vein pulse 6 high
participant13 chatter machine click 4 high
participant13 chatter girl gabble 6 high
participant13 chatter child click 3 low
participant13 chatter tooth gabble 2 low
participant13 rebound share ricochet 5 low
participant13 rebound ball rally 1 low
participant13 rebound shot ricochet 6 high
participant13 rebound optimism rally 4 high
participant13 flicker screen flick 4 high
participant13 flicker tongue waver 3 low
participant13 flicker interest waver 4 high
participant13 flicker hope flick 2 low
participant13 slump shoulder slouch 5 high
participant13 slump sale slouch 2 low
participant13 slump value decline 4 high
participant13 slump man decline 2 low
participant13 bow butler submit 1 low
participant13 bow head stoop 6 high
participant13 bow company submit 6 high
participant13 bow government stoop 3 low
participant13 flare cigarette erupt 3 low
participant13 flare eye flame 6 high
participant13 flare argument erupt 7 high
participant13 flare row flame 5 low
participant13 erupt fountain burst 6 high
participant13 erupt conflict burst 5 low
participant13 erupt storm flare 4 low
participant13 erupt temper flare 6 high
participant13 recoil heart flinch 5 high
participant13 recoil hand kick 1 low
participant13 recoil eye flinch 5 high
participant13 recoil rifle kick 6 high
participant13 boom noise prosper 5 low
participant13 boom export prosper 6 high
participant13 boom gun thunder 5 high
participant13 boom sale thunder 5 low
participant13 waver opinion fluctuate 3 high
participant13 waver concentration falter 7 low
participant13 waver courage fluctuate 2 low
participant13 waver determination falter 7 high
participant13 subside island sink 3 high
participant13 subside fear lessen 5 high
participant13 subside symptom sink 3 low
participant13 subside flood lessen 6 high
participant13 reel industry whirl 2 low
participant13 reel mind whirl 3 high
participant13 reel head stagger 3 low
participant13 reel man stagger 6 high
participant13 glow fire burn 5 high
participant13 glow face beam 2 high
participant13 glow cigar beam 2 low
participant13 glow skin burn 3 low
participant12 stray thought roam 6 low
participant12 stray discussion digress 6 high
participant12 stray eye roam 3 high
participant12 stray child digress 2 low
participant12 throb body pulse 3 high
participant12 throb head shudder 2 low
participant12 throb voice shudder 2 low
participant12 throb vein pulse 7 high
participant12 subside island sink 5 high
participant12 subside fear lessen 6 high
participant12 subside symptom sink 1 low
participant12 subside flood lessen 5 high
participant12 rebound shot ricochet 7 high
participant12 rebound ball rally 1 low
participant12 rebound share ricochet 1 low
participant12 rebound optimism rally 1 high
participant12 flicker tongue waver 3 low
participant12 flicker screen flick 7 high
participant12 flicker interest waver 4 high
participant12 flicker hope flick 1 low
participant12 slump shoulder slouch 7 high
participant12 slump sale slouch 2 low
participant12 slump value decline 7 high
participant12 slump man decline 1 low
participant12 bow butler submit 2 low
participant12 bow company submit 6 high
participant12 bow head stoop 2 high
participant12 bow government stoop 2 low
participant12 erupt fountain burst 4 high
participant12 erupt temper flare 5 high
participant12 erupt storm flare 1 low
participant12 erupt conflict burst 2 low
participant12 recoil heart flinch 1 high
participant12 recoil rifle kick 7 high
participant12 recoil eye flinch 3 high
participant12 recoil hand kick 3 low
participant12 boom noise prosper 2 low
participant12 boom export prosper 2 high
participant12 boom sale thunder 2 low
participant12 boom gun thunder 7 high
participant12 waver opinion fluctuate 6 high
participant12 waver concentration falter 7 low
participant12 waver courage fluctuate 3 low
participant12 waver determination falter 6 high
participant12 flare cigarette erupt 2 low
participant12 flare eye flame 1 high
participant12 flare argument erupt 6 high
participant12 flare row flame 4 low
participant12 chatter machine click 4 high
participant12 chatter girl gabble 3 high
participant12 chatter tooth gabble 3 low
participant12 chatter child click 5 low
participant12 reel industry whirl 5 low
participant12 reel mind whirl 5 high
participant12 reel head stagger 1 low
participant12 reel man stagger 5 high
participant12 glow fire burn 4 high
participant12 glow skin burn 3 low
participant12 glow cigar beam 1 low
participant12 glow face beam 5 high
participant15 stray thought roam 6 low
participant15 stray discussion digress 3 high
participant15 stray eye roam 2 high
participant15 stray child digress 2 low
participant15 throb body pulse 2 high
participant15 throb head shudder 2 low
participant15 throb voice shudder 1 low
participant15 throb vein pulse 6 high
participant15 flare cigarette erupt 2 low
participant15 flare eye flame 3 high
participant15 flare argument erupt 5 high
participant15 flare row flame 4 low
participant15 rebound shot ricochet 2 high
participant15 rebound ball rally 1 low
participant15 rebound share ricochet 3 low
participant15 rebound optimism rally 2 high
participant15 flicker screen flick 2 high
participant15 flicker interest waver 2 high
participant15 flicker tongue waver 2 low
participant15 flicker hope flick 2 low
participant15 slump shoulder slouch 6 high
participant15 slump sale slouch 4 low
participant15 slump value decline 4 high
participant15 slump man decline 5 low
participant15 bow butler submit 2 low
participant15 bow head stoop 2 high
participant15 bow company submit 2 high
participant15 bow government stoop 2 low
participant15 erupt fountain burst 2 high
participant15 erupt storm flare 1 low
participant15 erupt conflict burst 1 low
participant15 erupt temper flare 4 high
participant15 recoil heart flinch 2 high
participant15 recoil hand kick 2 low
participant15 recoil eye flinch 2 high
participant15 recoil rifle kick 4 high
participant15 boom noise prosper 2 low
participant15 boom export prosper 4 high
participant15 boom sale thunder 2 low
participant15 boom gun thunder 6 high
participant15 waver opinion fluctuate 3 high
participant15 waver concentration falter 6 low
participant15 waver courage fluctuate 3 low
participant15 waver determination falter 5 high
participant15 subside flood lessen 6 high
participant15 subside fear lessen 6 high
participant15 subside symptom sink 4 low
participant15 subside island sink 5 high
participant15 chatter machine click 2 high
participant15 chatter girl gabble 6 high
participant15 chatter tooth gabble 6 low
participant15 chatter child click 1 low
participant15 reel industry whirl 1 low
participant15 reel mind whirl 4 high
participant15 reel head stagger 2 low
participant15 reel man stagger 2 high
participant15 glow fire burn 6 high
participant15 glow skin burn 1 low
participant15 glow cigar beam 1 low
participant15 glow face beam 5 high
participant14 stray thought roam 6 low
participant14 stray discussion digress 5 high
participant14 stray eye roam 5 high
participant14 stray child digress 2 low
participant14 throb body pulse 5 high
participant14 throb head shudder 1 low
participant14 throb voice shudder 2 low
participant14 throb vein pulse 6 high
participant14 flare cigarette erupt 2 low
participant14 flare eye flame 2 high
participant14 flare argument erupt 5 high
participant14 flare row flame 2 low
participant14 rebound shot ricochet 5 high
participant14 rebound ball rally 2 low
participant14 rebound share ricochet 2 low
participant14 rebound optimism rally 3 high
participant14 flicker tongue waver 2 low
participant14 flicker hope flick 2 low
participant14 flicker screen flick 2 high
participant14 flicker interest waver 3 high
participant14 subside flood lessen 5 high
participant14 subside fear lessen 6 high
participant14 subside symptom sink 2 low
participant14 subside island sink 1 high
participant14 slump shoulder slouch 6 high
participant14 slump sale slouch 3 low
participant14 slump value decline 6 high
participant14 slump man decline 1 low
participant14 bow butler submit 5 low
participant14 bow company submit 3 high
participant14 bow head stoop 5 high
participant14 bow government stoop 1 low
participant14 erupt fountain burst 2 high
participant14 erupt storm flare 1 low
participant14 erupt conflict burst 3 low
participant14 erupt temper flare 4 high
participant14 recoil heart flinch 2 high
participant14 recoil rifle kick 5 high
participant14 recoil eye flinch 2 high
participant14 recoil hand kick 2 low
participant14 boom noise prosper 2 low
participant14 boom export prosper 4 high
participant14 boom sale thunder 1 low
participant14 boom gun thunder 3 high
participant14 waver opinion fluctuate 3 high
participant14 waver concentration falter 6 low
participant14 waver courage fluctuate 3 low
participant14 waver determination falter 7 high
participant14 reel industry whirl 4 low
participant14 reel mind whirl 3 high
participant14 reel head stagger 2 low
participant14 reel man stagger 5 high
participant14 chatter machine click 5 high
participant14 chatter girl gabble 4 high
participant14 chatter child click 2 low
participant14 chatter tooth gabble 1 low
participant14 glow fire burn 4 high
participant14 glow face beam 6 high
participant14 glow cigar beam 3 low
participant14 glow skin burn 2 low
participant17 stray thought roam 6 low
participant17 stray discussion digress 6 high
participant17 stray eye roam 5 high
participant17 stray child digress 1 low
participant17 throb body pulse 3 high
participant17 throb head shudder 2 low
participant17 throb voice shudder 2 low
participant17 throb vein pulse 6 high
participant17 reel head stagger 1 low
participant17 reel mind whirl 3 high
participant17 reel industry whirl 4 low
participant17 reel man stagger 5 high
participant17 rebound shot ricochet 6 high
participant17 rebound ball rally 5 low
participant17 rebound share ricochet 6 low
participant17 rebound optimism rally 5 high
participant17 flicker tongue waver 5 low
participant17 flicker hope flick 1 low
participant17 flicker screen flick 2 high
participant17 flicker interest waver 7 high
participant17 subside flood lessen 5 high
participant17 subside fear lessen 6 high
participant17 subside symptom sink 1 low
participant17 subside island sink 6 high
participant17 slump shoulder slouch 5 high
participant17 slump sale slouch 7 low
participant17 slump value decline 6 high
participant17 slump man decline 1 low
participant17 bow butler submit 2 low
participant17 bow head stoop 4 high
participant17 bow company submit 3 high
participant17 bow government stoop 2 low
participant17 erupt storm flare 4 low
participant17 erupt fountain burst 2 high
participant17 erupt temper flare 5 high
participant17 erupt conflict burst 3 low
participant17 recoil heart flinch 2 high
participant17 recoil hand kick 2 low
participant17 recoil eye flinch 3 high
participant17 recoil rifle kick 4 high
participant17 boom noise prosper 1 low
participant17 boom export prosper 7 high
participant17 boom sale thunder 3 low
participant17 boom gun thunder 6 high
participant17 waver opinion fluctuate 3 high
participant17 waver concentration falter 5 low
participant17 waver courage fluctuate 2 low
participant17 waver determination falter 5 high
participant17 flare cigarette erupt 1 low
participant17 flare eye flame 3 high
participant17 flare argument erupt 4 high
participant17 flare row flame 5 low
participant17 chatter machine click 5 high
participant17 chatter girl gabble 5 high
participant17 chatter tooth gabble 1 low
participant17 chatter child click 1 low
participant17 glow fire burn 3 high
participant17 glow skin burn 3 low
participant17 glow cigar beam 2 low
participant17 glow face beam 7 high
participant16 stray thought roam 6 low
participant16 stray discussion digress 5 high
participant16 stray eye roam 5 high
participant16 stray child digress 6 low
participant16 throb body pulse 5 high
participant16 throb head shudder 2 low
participant16 throb voice shudder 3 low
participant16 throb vein pulse 7 high
participant16 flare cigarette erupt 1 low
participant16 flare eye flame 5 high
participant16 flare argument erupt 4 high
participant16 flare row flame 6 low
participant16 rebound share ricochet 3 low
participant16 rebound ball rally 3 low
participant16 rebound shot ricochet 6 high
participant16 rebound optimism rally 2 high
participant16 flicker screen flick 3 high
participant16 flicker hope flick 2 low
participant16 flicker tongue waver 3 low
participant16 flicker interest waver 3 high
participant16 slump shoulder slouch 5 high
participant16 slump sale slouch 5 low
participant16 slump value decline 4 high
participant16 slump man decline 1 low
participant16 bow butler submit 2 low
participant16 bow company submit 2 high
participant16 bow head stoop 6 high
participant16 bow government stoop 6 low
participant16 erupt fountain burst 3 high
participant16 erupt temper flare 1 high
participant16 erupt storm flare 2 low
participant16 erupt conflict burst 5 low
participant16 recoil heart flinch 1 high
participant16 recoil rifle kick 3 high
participant16 recoil eye flinch 3 high
participant16 recoil hand kick 1 low
participant16 boom noise prosper 3 low
participant16 boom export prosper 1 high
participant16 boom gun thunder 4 high
participant16 boom sale thunder 1 low
participant16 waver opinion fluctuate 6 high
participant16 waver concentration falter 6 low
participant16 waver courage fluctuate 7 low
participant16 waver determination falter 2 high
participant16 subside island sink 2 high
participant16 subside fear lessen 3 high
participant16 subside symptom sink 4 low
participant16 subside flood lessen 2 high
participant16 chatter machine click 4 high
participant16 chatter girl gabble 5 high
participant16 chatter tooth gabble 1 low
participant16 chatter child click 3 low
participant16 reel industry whirl 3 low
participant16 reel mind whirl 3 high
participant16 reel head stagger 2 low
participant16 reel man stagger 4 high
participant16 glow fire burn 3 high
participant16 glow skin burn 2 low
participant16 glow cigar beam 3 low
participant16 glow face beam 6 high
participant55 stray thought digress 7 high
participant55 stray discussion roam 5 low
participant55 stray eye digress 2 low
participant55 stray child roam 6 high
participant55 throb body shudder 7 low
participant55 throb head pulse 6 high
participant55 throb voice pulse 5 high
participant55 throb vein shudder 5 low
participant55 flare cigarette flame 5 high
participant55 flare eye erupt 2 low
participant55 flare argument flame 5 low
participant55 flare row erupt 7 high
participant55 rebound share rally 7 high
participant55 rebound ball ricochet 6 high
participant55 rebound shot rally 2 low
participant55 rebound optimism ricochet 2 low
participant55 flicker screen waver 5 low
participant55 flicker interest flick 4 low
participant55 flicker tongue flick 4 high
participant55 flicker hope waver 6 high
participant55 subside flood sink 6 low
participant55 subside fear sink 6 low
participant55 subside symptom lessen 7 high
participant55 subside island lessen 3 low
participant55 slump shoulder decline 5 low
participant55 slump sale decline 7 high
participant55 slump value slouch 4 low
participant55 slump man slouch 6 high
participant55 bow butler stoop 4 high
participant55 bow head submit 4 low
participant55 bow company stoop 3 low
participant55 bow government submit 6 high
participant55 erupt storm burst 7 high
participant55 erupt fountain flare 3 low
participant55 erupt temper burst 2 low
participant55 erupt conflict flare 7 high
participant55 recoil heart kick 4 low
participant55 recoil rifle flinch 2 low
participant55 recoil eye kick 1 low
participant55 recoil hand flinch 6 high
participant55 boom noise thunder 7 high
participant55 boom export thunder 2 low
participant55 boom gun prosper 1 low
participant55 boom sale prosper 7 high
participant55 waver opinion falter 4 low
participant55 waver concentration fluctuate 7 high
participant55 waver courage falter 7 high
participant55 waver determination fluctuate 7 low
participant55 chatter machine gabble 4 low
participant55 chatter girl click 2 low
participant55 chatter tooth click 5 high
participant55 chatter child gabble 7 high
participant55 reel head whirl 7 high
participant55 reel mind stagger 6 low
participant55 reel industry stagger 5 high
participant55 reel man whirl 5 low
participant55 glow fire beam 5 low
participant55 glow skin beam 3 high
participant55 glow cigar burn 6 high
participant55 glow face burn 5 low
participant54 stray thought digress 6 high
participant54 stray discussion roam 5 low
participant54 stray eye digress 3 low
participant54 stray child roam 6 high
participant54 throb body shudder 4 low
participant54 throb head pulse 6 high
participant54 throb voice pulse 4 high
participant54 throb vein shudder 3 low
participant54 flare cigarette flame 5 high
participant54 flare eye erupt 1 low
participant54 flare argument flame 5 low
participant54 flare row erupt 6 high
participant54 rebound share rally 7 high
participant54 rebound ball ricochet 7 high
participant54 rebound shot rally 1 low
participant54 rebound optimism ricochet 1 low
participant54 flicker tongue flick 5 high
participant54 flicker hope waver 7 high
participant54 flicker screen waver 5 low
participant54 flicker interest flick 1 low
participant54 subside flood sink 6 low
participant54 subside fear sink 4 low
participant54 subside symptom lessen 7 high
participant54 subside island lessen 2 low
participant54 slump shoulder decline 3 low
participant54 slump sale decline 7 high
participant54 slump value slouch 2 low
participant54 slump man slouch 6 high
participant54 bow butler stoop 5 high
participant54 bow company stoop 3 low
participant54 bow head submit 4 low
participant54 bow government submit 7 high
participant54 erupt fountain flare 4 low
participant54 erupt storm burst 7 high
participant54 erupt conflict flare 6 high
participant54 erupt temper burst 2 low
participant54 recoil heart kick 3 low
participant54 recoil hand flinch 5 high
participant54 recoil eye kick 1 low
participant54 recoil rifle flinch 1 low
participant54 boom noise thunder 6 high
participant54 boom export thunder 1 low
participant54 boom sale prosper 7 high
participant54 boom gun prosper 1 low
participant54 waver opinion falter 7 low
participant54 waver concentration fluctuate 4 high
participant54 waver courage falter 7 high
participant54 waver determination fluctuate 5 low
participant54 chatter machine gabble 5 low
participant54 chatter girl click 1 low
participant54 chatter child gabble 6 high
participant54 chatter tooth click 6 high
participant54 reel head whirl 7 high
participant54 reel mind stagger 3 low
participant54 reel industry stagger 5 high
participant54 reel man whirl 4 low
participant54 glow skin beam 4 high
participant54 glow fire beam 4 low
participant54 glow cigar burn 7 high
participant54 glow face burn 4 low
participant57 stray thought digress 6 high
participant57 stray discussion roam 3 low
participant57 stray eye digress 5 low
participant57 stray child roam 5 high
participant57 throb body shudder 5 low
participant57 throb head pulse 7 high
participant57 throb voice pulse 5 high
participant57 throb vein shudder 3 low
participant57 flare cigarette flame 4 high
participant57 flare eye erupt 2 low
participant57 flare argument flame 5 low
participant57 flare row erupt 7 high
participant57 rebound share rally 7 high
participant57 rebound ball ricochet 7 high
participant57 rebound shot rally 3 low
participant57 rebound optimism ricochet 2 low
participant57 flicker tongue flick 2 high
participant57 flicker interest flick 2 low
participant57 flicker screen waver 3 low
participant57 flicker hope waver 4 high
participant57 slump shoulder decline 2 low
participant57 slump sale decline 7 high
participant57 slump value slouch 1 low
participant57 slump man slouch 7 high
participant57 bow butler stoop 6 high
participant57 bow company stoop 2 low
participant57 bow head submit 4 low
participant57 bow government submit 6 high
participant57 erupt storm burst 2 high
participant57 erupt fountain flare 3 low
participant57 erupt temper burst 6 low
participant57 erupt conflict flare 7 high
participant57 recoil heart kick 3 low
participant57 recoil hand flinch 6 high
participant57 recoil eye kick 2 low
participant57 recoil rifle flinch 2 low
participant57 boom noise thunder 7 high
participant57 boom export thunder 2 low
participant57 boom gun prosper 1 low
participant57 boom sale prosper 7 high
participant57 waver opinion falter 7 low
participant57 waver concentration fluctuate 3 high
participant57 waver courage falter 7 high
participant57 waver determination fluctuate 5 low
participant57 subside island lessen 2 low
participant57 subside fear sink 4 low
participant57 subside symptom lessen 6 high
participant57 subside flood sink 2 low
participant57 chatter machine gabble 5 low
participant57 chatter girl click 2 low
participant57 chatter tooth click 3 high
participant57 chatter child gabble 5 high
participant57 reel head whirl 3 high
participant57 reel mind stagger 3 low
participant57 reel industry stagger 4 high
participant57 reel man whirl 3 low
participant57 glow fire beam 2 low
participant57 glow skin beam 7 high
participant57 glow cigar burn 6 high
participant57 glow face burn 1 low
participant56 subside island lessen 1 low
participant56 subside fear sink 3 low
participant56 subside symptom lessen 6 high
participant56 subside flood sink 5 low
participant56 stray thought digress 6 high
participant56 stray discussion roam 2 low
participant56 stray eye digress 1 low
participant56 stray child roam 4 high
participant56 throb body shudder 3 low
participant56 throb head pulse 7 high
participant56 throb voice pulse 6 high
participant56 throb vein shudder 1 low
participant56 reel industry stagger 4 high
participant56 reel mind stagger 1 low
participant56 reel head whirl 6 high
participant56 reel man whirl 2 low
participant56 rebound shot rally 1 low
participant56 rebound ball ricochet 6 high
participant56 rebound share rally 6 high
participant56 rebound optimism ricochet 1 low
participant56 flicker screen waver 6 low
participant56 flicker tongue flick 1 high
participant56 flicker hope waver 5 high
participant56 flicker interest flick 1 low
participant56 slump shoulder decline 1 low
participant56 slump sale decline 6 high
participant56 slump value slouch 1 low
participant56 slump man slouch 5 high
participant56 bow butler stoop 4 high
participant56 bow company stoop 1 low
participant56 bow head submit 1 low
participant56 bow government submit 3 high
participant56 erupt fountain flare 4 low
participant56 erupt conflict flare 6 high
participant56 erupt storm burst 4 high
participant56 erupt temper burst 4 low
participant56 recoil heart kick 1 low
participant56 recoil hand flinch 6 high
participant56 recoil eye kick 1 low
participant56 recoil rifle flinch 1 low
participant56 boom noise thunder 6 high
participant56 boom export thunder 1 low
participant56 boom sale prosper 7 high
participant56 boom gun prosper 1 low
participant56 waver opinion falter 6 low
participant56 waver concentration fluctuate 5 high
participant56 waver courage falter 6 high
participant56 waver determination fluctuate 4 low
participant56 flare cigarette flame 4 high
participant56 flare eye erupt 2 low
participant56 flare argument flame 4 low
participant56 flare row erupt 6 high
participant56 chatter machine gabble 2 low
participant56 chatter girl click 1 low
participant56 chatter tooth click 4 high
participant56 chatter child gabble 6 high
participant56 glow fire beam 2 low
participant56 glow skin beam 1 high
participant56 glow cigar burn 5 high
participant56 glow face burn 4 low
participant51 stray thought digress 6 high
participant51 stray discussion roam 5 low
participant51 stray eye digress 4 low
participant51 stray child roam 5 high
participant51 throb body shudder 2 low
participant51 throb head pulse 5 high
participant51 throb voice pulse 5 high
participant51 throb vein shudder 4 low
participant51 flare cigarette flame 4 high
participant51 flare eye erupt 2 low
participant51 flare argument flame 1 low
participant51 flare row erupt 7 high
participant51 rebound share rally 6 high
participant51 rebound ball ricochet 7 high
participant51 rebound shot rally 1 low
participant51 rebound optimism ricochet 1 low
participant51 flicker tongue flick 1 high
participant51 flicker hope waver 6 high
participant51 flicker screen waver 2 low
participant51 flicker interest flick 1 low
participant51 slump shoulder decline 1 low
participant51 slump sale decline 7 high
participant51 slump value slouch 1 low
participant51 slump man slouch 6 high
participant51 bow butler stoop 7 high
participant51 bow company stoop 4 low
participant51 bow head submit 1 low
participant51 bow government submit 7 high
participant51 erupt storm burst 1 high
participant51 erupt fountain flare 2 low
participant51 erupt temper burst 1 low
participant51 erupt conflict flare 7 high
participant51 recoil heart kick 1 low
participant51 recoil rifle flinch 4 low
participant51 recoil eye kick 4 low
participant51 recoil hand flinch 3 high
participant51 boom noise thunder 7 high
participant51 boom export thunder 1 low
participant51 boom sale prosper 7 high
participant51 boom gun prosper 1 low
participant51 waver opinion falter 5 low
participant51 waver concentration fluctuate 7 high
participant51 waver courage falter 5 high
participant51 waver determination fluctuate 6 low
participant51 subside flood sink 4 low
participant51 subside fear sink 6 low
participant51 subside symptom lessen 7 high
participant51 subside island lessen 4 low
participant51 chatter machine gabble 1 low
participant51 chatter girl click 1 low
participant51 chatter tooth click 6 high
participant51 chatter child gabble 7 high
participant51 reel industry stagger 7 high
participant51 reel mind stagger 4 low
participant51 reel head whirl 7 high
participant51 reel man whirl 7 low
participant51 glow fire beam 1 low
participant51 glow face burn 1 low
participant51 glow cigar burn 7 high
participant51 glow skin beam 6 high
participant39 stray thought digress 6 high
participant39 stray discussion roam 5 low
participant39 stray eye digress 2 low
participant39 stray child roam 4 high
participant39 throb body shudder 4 low
participant39 throb head pulse 3 high
participant39 throb voice pulse 5 high
participant39 throb vein shudder 1 low
participant39 flare cigarette flame 3 high
participant39 flare eye erupt 5 low
participant39 flare argument flame 3 low
participant39 flare row erupt 6 high
participant39 rebound share rally 5 high
participant39 rebound ball ricochet 7 high
participant39 rebound shot rally 1 low
participant39 rebound optimism ricochet 4 low
participant39 flicker tongue flick 5 high
participant39 flicker screen waver 5 low
participant39 flicker hope waver 5 high
participant39 flicker interest flick 5 low
participant39 slump shoulder decline 1 low
participant39 slump sale decline 3 high
participant39 slump value slouch 3 low
participant39 slump man slouch 5 high
participant39 bow butler stoop 2 high
participant39 bow company stoop 1 low
participant39 bow head submit 1 low
participant39 bow government submit 4 high
participant39 erupt fountain flare 5 low
participant39 erupt temper burst 6 low
participant39 erupt storm burst 6 high
participant39 erupt conflict flare 6 high
participant39 recoil heart kick 2 low
participant39 recoil rifle flinch 1 low
participant39 recoil eye kick 1 low
participant39 recoil hand flinch 3 high
participant39 boom noise thunder 5 high
participant39 boom export thunder 4 low
participant39 boom sale prosper 4 high
participant39 boom gun prosper 1 low
participant39 waver opinion falter 3 low
participant39 waver concentration fluctuate 2 high
participant39 waver courage falter 6 high
participant39 waver determination fluctuate 4 low
participant39 subside island lessen 3 low
participant39 subside fear sink 5 low
participant39 subside symptom lessen 5 high
participant39 subside flood sink 4 low
participant39 chatter machine gabble 7 low
participant39 chatter girl click 1 low
participant39 chatter tooth click 4 high
participant39 chatter child gabble 2 high
participant39 reel head whirl 6 high
participant39 reel mind stagger 6 low
participant39 reel industry stagger 6 high
participant39 reel man whirl 6 low
participant39 glow fire beam 4 low
participant39 glow skin beam 5 high
participant39 glow cigar burn 5 high
participant39 glow face burn 6 low
participant53 waver opinion falter 7 low
participant53 waver concentration fluctuate 7 high
participant53 waver courage falter 7 high
participant53 waver determination fluctuate 7 low
participant53 stray thought digress 4 high
